TECH,MNUMCR,MNUMYR,CAPAVAIL,CAPLAN,CAPNEW
SMR_ADV,3,4,0,0,0.1
SMR_ADV,3,5,0,0,0.1
SMR_ADV,3,6,0,0,0.1
SMR_ADV,3,7,0,0,0.1
SMR_ADV,3,8,0,0,0.1
SMR_ADV,3,9,0,0,0.1
SMR_ADV,3,10,0,0,0.1
SMR_ADV,3,11,0,0,0.1
SMR_ADV,3,12,0,0,0.1
SMR_ADV,3,13,0,0,0.1
SMR_ADV,3,14,0,0,0.1
SMR_ADV,3,15,0,0,0.1
SMR_ADV,3,16,0,0,0.1
SMR_ADV,3,17,0,0,0.1
SMR_ADV,3,18,0,0,0.1
SMR_ADV,3,19,0,0,0.1
SMR_ADV,3,20,0,0,0.1
SMR_ADV,3,21,0,0,0.1
SMR_ADV,3,22,0,0,0.1
SMR_ADV,3,23,0,0,0.1
SMR_ADV,3,24,0,0,0.1
SMR_ADV,3,25,0,0,0.1
SMR_ADV,3,26,0,0,0.1
